Route,Cost
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",7655.47
"['Warehouse', 'Four Square Lancaster', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Fresh Collective Alberton', 'Warehouse']",7772.509999999999
"['Warehouse', 'Four Square Hobsonville', 'Four Square BKs Torbay', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",8529.51
"['Warehouse', 'Four Square Hobsonville', 'Four Square Lancaster', 'New World Birkenhead', 'Fresh Collective Alberton', 'Warehouse']",6644.719999999999
"['Warehouse', 'Four Square Glen Eden', 'Four Square Lancaster', 'New World Victoria Park', 'Fresh Collective Alberton', 'Warehouse']",7446.999999999999
"['Warehouse', 'Four Square Glen Eden', 'Four Square Lancaster', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",7405.08
"['Warehouse', 'Four Square Glen Eden', 'New World Albany', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",8382.7
"['Warehouse', 'Four Square Glen Eden', 'New World Milford', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",8072.540000000001
"['Warehouse', 'Four Square Glen Eden', 'New World Metro Queen St', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",7652.219999999999
"['Warehouse', 'Four Square Glen Eden', 'New World New Lynn', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",7595.799999999999
"['Warehouse', 'Four Square Glen Eden', 'New World Long Bay', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",9423.220000000003
"['Warehouse', 'Four Square Glen Eden', 'New World Devonport', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",9276.210000000003
"['Warehouse', 'Four Square Glen Eden', 'Four Square Lancaster', 'New World Birkenhead', 'Fresh Collective Alberton', 'Warehouse']",7420.79
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",7542.43
"['Warehouse', 'Four Square Glen Eden', 'New World Browns Bay', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",8973.010000000002
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Victoria Park', 'Fresh Collective Alberton', 'Warehouse']",6990.469999999999
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Albany', 'Fresh Collective Alberton', 'Warehouse']",7681.950000000001
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",6258.38
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Milford', 'Fresh Collective Alberton', 'Warehouse']",7575.67
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Metro Queen St', 'Fresh Collective Alberton', 'Warehouse']",7241.659999999999
"['Warehouse', 'Four Square Hobsonville', 'Four Square Glen Eden', 'New World New Lynn', 'Fresh Collective Alberton', 'Warehouse']",6564.48
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Long Bay', 'Fresh Collective Alberton', 'Warehouse']",8722.470000000001
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Devonport', 'Fresh Collective Alberton', 'Warehouse']",8829.61
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Birkenhead', 'Fresh Collective Alberton', 'Warehouse']",7594.47
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Fresh Collective Alberton', 'Warehouse']",6395.7300000000005
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'New World Browns Bay', 'Fresh Collective Alberton', 'Warehouse']",8312.369999999999
"['Warehouse', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Four Square Lancaster', 'New World Victoria Park', 'Warehouse']",7651.93
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Lancaster', 'New World Victoria Park', 'Fresh Collective Alberton', 'Warehouse']",7274.79
"['Warehouse', 'Four Square Lancaster', 'New World Albany', 'Four Square Hobsonville', 'Four Square Glen Eden', 'Warehouse']",8655.67
"['Warehouse', 'Four Square Fair Price Henderson', 'New World Albany', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",8183.140000000001
"['Warehouse', 'Four Square Lancaster', 'Four Square Hobsonville', 'Four Square Glen Eden', 'New World Mt Roskill', 'Warehouse']",7798.07
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Lancaster', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",7232.87
"['Warehouse', 'New World Milford', 'Four Square Lancaster', 'Four Square Hobsonville', 'Four Square Glen Eden', 'Warehouse']",8442.55
"['Warehouse', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",8380.849999999999
"['Warehouse', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7943.509999999998
"['Warehouse', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",7393.33
"['Warehouse', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7904.81
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Four Square Everglade', 'Warehouse']",8032.6
"['Warehouse', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7165.709999999999
"['Warehouse', 'Four Square Everglade', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",8047.909999999999
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Stonefields', 'Warehouse']",6877.6
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'New World Southmall', 'Four Square Everglade', 'Warehouse']",7436.86
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",6907.320000000001
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Everglade', 'New World Papatoetoe', 'Warehouse']",7188.040000000001
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'New World Papakura', 'Four Square Everglade', 'Warehouse']",8624.86
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'New World Howick', 'Four Square Everglade', 'Warehouse']",7452.97
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'New World Botany', 'Four Square Everglade', 'Warehouse']",6859.380000000001
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6832.759999999999
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Everglade', 'Warehouse']",7621.070000000001
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Botany Junction', 'Four Square Everglade', 'Warehouse']",6876.95
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Eastridge', 'Warehouse']",6976.240000000001
"['Warehouse', 'New World Botany', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6692.04
"['Warehouse', 'New World Stonefields', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6225.74
"['Warehouse', 'New World Southmall', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7274.15
"['Warehouse', 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",6259.130000000001
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6323.840000000001
"['Warehouse', 'New World Papakura', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",8259.68
"['Warehouse', 'New World Papatoetoe', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6636.3099999999995
"['Warehouse', 'Four Square Pakuranga Heights', 'New World Howick', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6898.18
"['Warehouse', 'Four Square Everglade', 'New World Botany', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6248.22
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",6482.72
"['Warehouse', 'New World Southmall', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6680.080000000001
"['Warehouse', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'New World Remuera', 'Warehouse']",6479.010000000001
"['Warehouse', 'New World Eastridge', 'Four Square Pakuranga Heights', 'Four Square Everglade', 'Four Square Ellerslie', 'Warehouse']",7636.81
"['Warehouse', 'New World Papakura', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",7868.070000000001
"['Warehouse', 'New World Papatoetoe', 'Four Square Everglade', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6575.240000000001
"['Warehouse', 'Four Square Everglade', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",6899.400000000001
"['Warehouse', 'Four Square Everglade', 'New World Botany', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6863.919999999999
"['Warehouse', 'Four Square Great Eastern', 'New World Botany', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",7476.300000000001
"['Warehouse', 'Four Square Everglade', 'New World Stonefields', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6643.2300000000005
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'New World Stonefields', 'Warehouse']",7245.21
"['Warehouse', 'New World Southmall', 'Four Square Everglade', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6915.009999999999
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'New World Southmall', 'Warehouse']",8128.24
"['Warehouse', 'Four Square Everglade', 'Four Square Ellerslie', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",6812.0599999999995
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",7274.93
"['Warehouse', 'Four Square Everglade', 'New World Eastridge', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7059.31
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'New World Eastridge', 'Warehouse']",7343.85
"['Warehouse', 'New World Papakura', 'Four Square Everglade', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",8102.999999999999
"['Warehouse', 'New World Papakura', 'Four Square Great Eastern', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",9759.86
"['Warehouse', 'New World Papatoetoe', 'Four Square Everglade', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",6810.169999999999
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'New World Papatoetoe', 'Warehouse']",7660.52
"['Warehouse', 'Four Square Everglade', 'New World Howick', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",7449.579999999999
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Everglade', 'Warehouse']",6730.870000000001
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', 'Fresh Collective Alberton', 'Warehouse']",1599.4
"['Warehouse', 'Four Square Lancaster', 'Warehouse']",4837.4
"['Warehouse', 'Four Square Hobsonville', 'Warehouse']",3859.16
"['Warehouse', 'Four Square Glen Eden', 'Warehouse']",2786.92
"['Warehouse', 'Four Square BKs Torbay', 'Warehouse']",5885.56
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', 'Four Square Fair Price Henderson', 'Warehouse']",3544.04
"['Warehouse', 'New World Birkenhead', 'Warehouse']",4300.58
"['Warehouse', 'New World Stonefields', 'Warehouse']",3394.64
"['Warehouse', 'New World Southmall', 'Warehouse']",3858.22
"['Warehouse', 'New World Remuera', 'Warehouse']",2620.92
"['Warehouse', 'New World Papatoetoe', 'Warehouse']",3167.04
"['Warehouse', 'New World Papakura', 'Warehouse']",4924.78
"['Warehouse', 'New World Howick', 'Warehouse']",5038.14
"['Warehouse', 'New World Botany', 'Warehouse']",4663.38
"['Warehouse', 'Four Square Pakuranga Heights', 'Warehouse']",3914.64
"['Warehouse', 'Four Square Great Eastern', 'Warehouse']",4118.32
"['Warehouse', 'Four Square Everglade', 'Warehouse']",3595.22
"['Warehouse', 'Four Square Ellerslie', 'Warehouse']",2797.6
"['Warehouse', 'Four Square Botany Junction', 'Warehouse']",4050.86
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'Four Square Cockle Bay', 'Warehouse']",5321.16
"['Warehouse', 'New World Eastridge', 'Warehouse']",3587.26
"['Warehouse', 'Fresh Collective Alberton', 'Warehouse']",1599.4
"['Warehouse', 'Four Square Lancaster', 'Warehouse']",4837.4
"['Warehouse', 'Four Square Hobsonville', 'Warehouse']",3859.16
"['Warehouse', 'Four Square Glen Eden', 'Warehouse']",2786.92
"['Warehouse', 'Four Square BKs Torbay', 'Warehouse']",5885.56
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', 'Four Square Fair Price Henderson', 'Warehouse']",3544.04
"['Warehouse', 'New World Birkenhead', 'Warehouse']",4300.58
"['Warehouse', 'Four Square Pakuranga Heights', 'Warehouse']",3914.64
"['Warehouse', 'Four Square Great Eastern', 'Warehouse']",4118.32
"['Warehouse', 'Four Square Everglade', 'Warehouse']",3595.22
"['Warehouse', 'Four Square Ellerslie', 'Warehouse']",2797.6
"['Warehouse', 'Four Square Botany Junction', 'Warehouse']",4050.86
"['Warehouse', 'New World Stonefields', 'Warehouse']",3394.64
"['Warehouse', 'New World Southmall', 'Warehouse']",3858.22
"['Warehouse', 'New World Remuera', 'Warehouse']",2620.92
"['Warehouse', 'New World Papatoetoe', 'Warehouse']",3167.04
"['Warehouse', 'New World Papakura', 'Warehouse']",4924.78
"['Warehouse', 'New World Howick', 'Warehouse']",5038.14
"['Warehouse', 'New World Botany', 'Warehouse']",4663.38
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'Four Square Cockle Bay', 'Warehouse']",5321.16
"['Warehouse', 'New World Eastridge', 'Warehouse']",3587.26
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', 'New World Birkenhead', 'Warehouse']",4300.58
"['Warehouse', 'Four Square BKs Torbay', 'Four Square Fair Price Henderson', 'Warehouse']",7314.59
"['Warehouse', 'Four Square Hobsonville', 'Four Square Glen Eden', 'Warehouse']",5257.33
"['Warehouse', 'Four Square BKs Torbay', 'Four Square Glen Eden', 'Warehouse']",7529.59
"['Warehouse', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Warehouse']",5042.33
"['Warehouse', 'Four Square Lancaster', 'Fresh Collective Alberton', 'Warehouse']",5204.78
"['Warehouse', 'Four Square BKs Torbay', 'Four Square Lancaster', 'Warehouse']",7276.57
"['Warehouse', 'Four Square BKs Torbay', 'Fresh Collective Alberton', 'Warehouse']",6366.08
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'Warehouse']",4405.82
"['Warehouse', 'Four Square BKs Torbay', 'Four Square Hobsonville', 'Warehouse']",6795.31
"['Warehouse', 'Four Square Lancaster', 'Four Square Fair Price Henderson', 'Warehouse']",6542.129999999999
"['Warehouse', 'Four Square Fair Price Henderson', 'Fresh Collective Alberton', 'Warehouse']",4110.53
"['Warehouse', 'Four Square Lancaster', 'Four Square Glen Eden', 'Warehouse']",6668.469999999999
"['Warehouse', 'Four Square Lancaster', 'Four Square Hobsonville', 'Warehouse']",6022.849999999999
"['Warehouse', 'Four Square Hobsonville', 'Fresh Collective Alberton', 'Warehouse']",4523.78
"['Warehouse', 'Four Square Glen Eden', 'Fresh Collective Alberton', 'Warehouse']",3645.08
"['Warehouse', 'New World Stonefields', 'Warehouse']",3394.64
"['Warehouse', 'New World Southmall', 'Warehouse']",3858.22
"['Warehouse', 'New World Remuera', 'Warehouse']",2620.92
"['Warehouse', 'New World Papatoetoe', 'Warehouse']",3167.04
"['Warehouse', 'New World Papakura', 'Warehouse']",4924.78
"['Warehouse', 'New World Howick', 'Warehouse']",5038.14
"['Warehouse', 'New World Botany', 'Warehouse']",4663.38
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'New World Eastridge', 'Warehouse']",3587.26
"['Warehouse', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Warehouse']",5941.46
"['Warehouse', 'Four Square Everglade', 'Four Square Ellerslie', 'Warehouse']",4643.9
"['Warehouse', 'Four Square Botany Junction', 'Four Square Ellerslie', 'Warehouse']",4995.95
"['Warehouse', 'Four Square Cockle Bay', 'Four Square Everglade', 'Warehouse']",6046.07
"['Warehouse', 'Four Square Great Eastern', 'Four Square Pakuranga Heights', 'Warehouse']",5162.52
"['Warehouse', 'Four Square Great Eastern', 'Four Square Botany Junction', 'Warehouse']",5959.47
"['Warehouse', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Warehouse']",5066.24
"['Warehouse', 'Four Square Cockle Bay', 'Four Square Ellerslie', 'Warehouse']",5978.06
"['Warehouse', 'Four Square Botany Junction', 'Four Square Everglade', 'Warehouse']",4567.0
"['Warehouse', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'Warehouse']",6484.95
"['Warehouse', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",5687.16
"['Warehouse', 'Four Square Great Eastern', 'Four Square Ellerslie', 'Warehouse']",4506.62
"['Warehouse', 'Four Square Great Eastern', 'Four Square Everglade', 'Warehouse']",5801.0
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Everglade', 'Warehouse']",5217.54
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",4550.55
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
