Route,Cost
"['Warehouse', 'Four Square Ellerslie', 'New World Papatoetoe', 'Four Square Everglade', 'Four Square Botany Junction', 'New World Botany', 'Four Square Cockle Bay', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Eastridge', 'New World Remuera', 'Warehouse']",11515.21
"['Warehouse', 'New World Papatoetoe', 'Four Square Botany Junction', 'New World Botany', 'Four Square Cockle Bay', 'New World Howick', 'Four Square Everglade', 'New World Southmall', 'New World Papakura', 'Four Square Ellerslie', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",13697.55
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Papatoetoe', 'New World Papakura', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",14363.669999999998
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Papatoetoe', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",12889.62
"['Warehouse', 'New World Eastridge', 'New World Stonefields', 'New World Papatoetoe', 'New World Papakura', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",13784.419999999998
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Papakura', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",13919.359999999999
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Everglade', 'New World Papakura', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",14052.059999999998
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Botany Junction', 'New World Southmall', 'New World Papakura', 'New World Papatoetoe', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",14289.350000000002
"['Warehouse', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Everglade', 'Four Square Botany Junction', 'New World Botany', 'Four Square Cockle Bay', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Great Eastern', 'New World Eastridge', 'New World Remuera', 'Warehouse']",11634.869999999999
"['Warehouse', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Remuera', 'Warehouse']",12541.14
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Papatoetoe', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'New World Remuera', 'Warehouse']",12964.18
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",12771.0
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'Four Square Cockle Bay', 'New World Botany', 'New World Papatoetoe', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",13453.99
"['Warehouse', 'New World Papatoetoe', 'Four Square Botany Junction', 'Four Square Everglade', 'New World Southmall', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square Great Eastern', 'New World Eastridge', 'New World Remuera', 'Warehouse']",13289.289999999997
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'New World Botany', 'New World Papatoetoe', 'New World Papakura', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",14003.810000000001
"['Warehouse', 'New World Eastridge', 'Four Square Great Eastern', 'Four Square Cockle Bay', 'New World Botany', 'New World Papakura', 'New World Southmall', 'Four Square Everglade', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",14201.729999999998
"['Warehouse', 'New World Papatoetoe', 'Four Square Everglade', 'New World Southmall', 'New World Papakura', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Great Eastern', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Pakuranga Heights', 'New World Remuera', 'Warehouse']",14086.080000000002
"['Warehouse', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Great Eastern', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Botany Junction', 'New World Southmall', 'New World Papakura', 'New World Papatoetoe', 'Four Square Pakuranga Heights', 'New World Remuera', 'Warehouse']",14341.86
"['Warehouse', 'New World Papatoetoe', 'Four Square Botany Junction', 'New World Botany', 'Four Square Cockle Bay', 'Four Square Everglade', 'New World Southmall', 'New World Papakura', 'Four Square Ellerslie', 'New World Stonefields', 'Four Square Great Eastern', 'New World Remuera', 'Warehouse']",13637.010000000002
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'New World New Lynn', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'New World Albany', 'Four Square BKs Torbay', 'New World Long Bay', 'Four Square Lancaster', 'New World Birkenhead', 'New World Victoria Park', 'Fresh Collective Alberton', 'Warehouse']",14134.589999999998
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'New World Albany', 'Four Square BKs Torbay', 'New World Browns Bay', 'New World Milford', 'Four Square Lancaster', 'New World Metro Queen St', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",13963.070000000003
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'New World New Lynn', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Four Square BKs Torbay', 'Four Square Lancaster', 'New World Birkenhead', 'New World Metro Queen St', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",14047.11
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'New World Browns Bay', 'Four Square BKs Torbay', 'New World Long Bay', 'Four Square Lancaster', 'New World Metro Queen St', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",13498.919999999998
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'New World Browns Bay', 'Four Square BKs Torbay', 'Four Square Lancaster', 'New World Birkenhead', 'New World Metro Queen St', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",13329.11
"['Warehouse', 'New World Birkenhead', 'Four Square Lancaster', 'New World Milford', 'Four Square BKs Torbay', 'New World Long Bay', 'New World Albany', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'New World New Lynn', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",14345.019999999997
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Four Square BKs Torbay', 'New World Milford', 'Four Square Lancaster', 'New World Birkenhead', 'New World Metro Queen St', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",13797.820000000002
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'New World New Lynn', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Four Square BKs Torbay', 'New World Milford', 'Four Square Lancaster', 'New World Birkenhead', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",14313.800000000005
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'New World New Lynn', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'New World Albany', 'Four Square BKs Torbay', 'Four Square Lancaster', 'New World Metro Queen St', 'New World Victoria Park', 'Fresh Collective Alberton', 'New World Mt Roskill', 'Warehouse']",14244.05
"['Warehouse', 'New World Stonefields', 'Warehouse']",3394.64
"['Warehouse', 'New World Southmall', 'Warehouse']",3858.22
"['Warehouse', 'New World Remuera', 'Warehouse']",2620.92
"['Warehouse', 'New World Papatoetoe', 'Warehouse']",3167.04
"['Warehouse', 'New World Papakura', 'Warehouse']",4924.78
"['Warehouse', 'New World Howick', 'Warehouse']",5038.14
"['Warehouse', 'New World Botany', 'Warehouse']",4663.38
"['Warehouse', 'New World Eastridge', 'Warehouse']",3587.26
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', 'New World Birkenhead', 'Warehouse']",4300.58
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', 'New World Stonefields', 'Warehouse']",3394.64
"['Warehouse', 'New World Southmall', 'Warehouse']",3858.22
"['Warehouse', 'New World Remuera', 'Warehouse']",2620.92
"['Warehouse', 'New World Papatoetoe', 'Warehouse']",3167.04
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'New World Papakura', 'Warehouse']",4924.78
"['Warehouse', 'New World Howick', 'Warehouse']",5038.14
"['Warehouse', 'New World Botany', 'Warehouse']",4663.38
"['Warehouse', 'New World Eastridge', 'Warehouse']",3587.26
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', 'New World Victoria Park', 'Warehouse']",2698.1
"['Warehouse', 'New World New Lynn', 'Warehouse']",1964.04
"['Warehouse', 'New World Mt Roskill', 'Warehouse']",737.44
"['Warehouse', 'New World Milford', 'Warehouse']",4328.26
"['Warehouse', 'New World Metro Queen St', 'Warehouse']",2782.94
"['Warehouse', 'New World Long Bay', 'Warehouse']",5969.44
"['Warehouse', 'New World Green Bay', 'Warehouse']",2004.42
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', 'New World Devonport', 'Warehouse']",5240.92
"['Warehouse', 'New World Browns Bay', 'Warehouse']",5492.54
"['Warehouse', 'New World Albany', 'Warehouse']",4943.08
"['Warehouse', 'New World Birkenhead', 'Warehouse']",4300.58
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'New World Botany', 'New World Eastridge', 'Warehouse']",6080.72
"['Warehouse', 'New World Howick', 'New World Papakura', 'Warehouse']",7516.1900000000005
"['Warehouse', 'New World Howick', 'New World Botany', 'Warehouse']",5704.21
"['Warehouse', 'New World Papakura', 'New World Eastridge', 'Warehouse']",6926.4
"['Warehouse', 'New World Papatoetoe', 'New World Remuera', 'Warehouse']",4453.53
"['Warehouse', 'New World Southmall', 'New World Stonefields', 'Warehouse']",5430.2699999999995
"['Warehouse', 'New World Southmall', 'New World Papatoetoe', 'Warehouse']",4673.59
"['Warehouse', 'New World Stonefields', 'New World Remuera', 'Warehouse']",3851.68
"['Warehouse', 'New World Howick', 'New World Eastridge', 'Warehouse']",6331.55
"['Warehouse', 'New World Eastridge', 'New World Papatoetoe', 'Warehouse']",5322.610000000001
"['Warehouse', 'New World Botany', 'New World Southmall', 'Warehouse']",5701.97
"['Warehouse', 'New World Howick', 'New World Southmall', 'Warehouse']",6385.13
"['Warehouse', 'New World Papakura', 'New World Botany', 'Warehouse']",6753.87
"['Warehouse', 'New World Papakura', 'New World Papatoetoe', 'Warehouse']",5673.86
"['Warehouse', 'New World Botany', 'New World Remuera', 'Warehouse']",5450.6900000000005
"['Warehouse', 'New World Howick', 'New World Remuera', 'Warehouse']",5797.0
"['Warehouse', 'New World Botany', 'New World Stonefields', 'Warehouse']",5587.700000000001
"['Warehouse', 'New World Southmall', 'New World Eastridge', 'Warehouse']",5940.87
"['Warehouse', 'New World Papakura', 'New World Stonefields', 'Warehouse']",6415.8
"['Warehouse', 'New World Eastridge', 'New World Stonefields', 'Warehouse']",4486.17
"['Warehouse', 'New World Papakura', 'New World Southmall', 'Warehouse']",5536.96
"['Warehouse', 'New World Botany', 'New World Papatoetoe', 'Warehouse']",5234.25
"['Warehouse', 'New World Stonefields', 'New World Papatoetoe', 'Warehouse']",4780.56
"['Warehouse', 'New World Eastridge', 'New World Remuera', 'Warehouse']",4026.57
"['Warehouse', 'New World Papakura', 'New World Remuera', 'Warehouse']",6076.9
"['Warehouse', 'New World Southmall', 'New World Remuera', 'Warehouse']",5091.37
"['Warehouse', 'New World Howick', 'New World Stonefields', 'Warehouse']",5838.530000000001
"['Warehouse', 'New World Howick', 'New World Papatoetoe', 'Warehouse']",5917.4
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",3511.82
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",4201.3
"['Warehouse', ""Pak 'n Save Mt Albert"", 'Warehouse']",1341.92
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",3154.06
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",4849.26
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",3511.2
"['Warehouse', 'New World Albany', 'New World Birkenhead', 'Warehouse']",6242.58
"['Warehouse', 'New World Browns Bay', 'New World Devonport', 'Warehouse']",7628.339999999999
"['Warehouse', 'New World Browns Bay', 'New World Albany', 'Warehouse']",6120.139999999999
"['Warehouse', 'New World Devonport', 'New World Birkenhead', 'Warehouse']",6637.39
"['Warehouse', 'New World Long Bay', 'New World Green Bay', 'Warehouse']",7396.379999999999
"['Warehouse', 'New World Milford', 'New World Metro Queen St', 'Warehouse']",5019.820000000001
"['Warehouse', 'New World Metro Queen St', 'New World Green Bay', 'Warehouse']",4217.77
"['Warehouse', 'New World Long Bay', 'New World Milford', 'Warehouse']",6894.370000000001
"['Warehouse', 'New World New Lynn', 'New World Mt Roskill', 'Warehouse']",2403.88
"['Warehouse', 'New World Victoria Park', 'New World Mt Roskill', 'Warehouse']",3066.1800000000003
"['Warehouse', 'New World Victoria Park', 'New World New Lynn', 'Warehouse']",3950.21
"['Warehouse', 'New World Browns Bay', 'New World Birkenhead', 'Warehouse']",6835.839999999999
"['Warehouse', 'New World Birkenhead', 'New World Mt Roskill', 'Warehouse']",4531.68
"['Warehouse', 'New World Albany', 'New World Metro Queen St', 'Warehouse']",5622.55
"['Warehouse', 'New World Browns Bay', 'New World Metro Queen St', 'Warehouse']",6215.799999999999
"['Warehouse', 'New World Devonport', 'New World Albany', 'Warehouse']",7081.89
"['Warehouse', 'New World Devonport', 'New World Mt Roskill', 'Warehouse']",5702.78
"['Warehouse', 'New World Albany', 'New World Green Bay', 'Warehouse']",6393.030000000001
"['Warehouse', 'New World Browns Bay', 'New World Green Bay', 'Warehouse']",6986.29
"['Warehouse', 'New World Long Bay', 'New World Albany', 'Warehouse']",6579.700000000001
"['Warehouse', 'New World Long Bay', 'New World Browns Bay', 'Warehouse']",6569.2
"['Warehouse', 'New World Albany', 'New World Milford', 'Warehouse']",5912.16
"['Warehouse', 'New World Browns Bay', 'New World Milford', 'Warehouse']",6182.429999999999
"['Warehouse', 'New World Albany', 'New World New Lynn', 'Warehouse']",6191.76
"['Warehouse', 'New World Browns Bay', 'New World New Lynn', 'Warehouse']",6814.460000000001
"['Warehouse', 'New World Albany', 'New World Victoria Park', 'Warehouse']",5449.49
"['Warehouse', 'New World Birkenhead', 'New World Green Bay', 'Warehouse']",5562.9400000000005
"['Warehouse', 'New World Metro Queen St', 'New World Victoria Park', 'Warehouse']",3274.64
"['Warehouse', 'New World Birkenhead', 'New World Victoria Park', 'Warehouse']",4619.400000000001
"['Warehouse', 'New World Devonport', 'New World Metro Queen St', 'Warehouse']",5963.55
"['Warehouse', 'New World Victoria Park', 'New World Green Bay', 'Warehouse']",4124.35
"['Warehouse', 'New World Devonport', 'New World Victoria Park', 'Warehouse']",5790.5
"['Warehouse', 'New World Long Bay', 'New World Victoria Park', 'Warehouse']",6452.839999999999
"['Warehouse', 'New World Long Bay', 'New World Devonport', 'Warehouse']",8138.38
"['Warehouse', 'New World Milford', 'New World New Lynn', 'Warehouse']",5619.42
"['Warehouse', 'New World Albany', 'New World Mt Roskill', 'Warehouse']",5361.77
"['Warehouse', 'New World Birkenhead', 'New World New Lynn', 'Warehouse']",5392.05
"['Warehouse', 'New World Birkenhead', 'New World Metro Queen St', 'Warehouse']",4792.46
"['Warehouse', 'New World Metro Queen St', 'New World Mt Roskill', 'Warehouse']",3186.5
"['Warehouse', 'New World Devonport', 'New World Green Bay', 'Warehouse']",6734.04
"['Warehouse', 'New World Green Bay', 'New World Mt Roskill', 'Warehouse']",2432.26
"['Warehouse', 'New World Long Bay', 'New World Birkenhead', 'Warehouse']",7245.93
"['Warehouse', 'New World Long Bay', 'New World New Lynn', 'Warehouse']",7225.49
"['Warehouse', 'New World Milford', 'New World Birkenhead', 'Warehouse']",5590.91
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Warehouse']",3273.52
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Warehouse']",1898.04
"['Warehouse', ""Pak 'n Save Papakura"", 'Warehouse']",4786.3
"['Warehouse', ""Pak 'n Save Ormiston"", 'Warehouse']",4381.1
"['Warehouse', ""Pak 'n Save Manukau"", 'Warehouse']",3439.28
"['Warehouse', ""Pak 'n Save Mangere"", 'Warehouse']",2483.32
"['Warehouse', ""Pak 'n Save Glen Innes"", 'Warehouse']",4172.280000000001
"['Warehouse', ""Pak 'n Save Botany"", 'Warehouse']",4641.88
"['Warehouse', ""Pak 'n Save Clendon"", 'Warehouse']",3751.94
"['Warehouse', 'New World Botany', 'New World Eastridge', 'Warehouse']",6080.72
"['Warehouse', 'New World Howick', 'New World Papakura', 'Warehouse']",7516.1900000000005
"['Warehouse', 'New World Howick', 'New World Botany', 'Warehouse']",5704.21
"['Warehouse', 'New World Papakura', 'New World Eastridge', 'Warehouse']",6926.4
"['Warehouse', 'New World Papatoetoe', 'New World Remuera', 'Warehouse']",4453.53
"['Warehouse', 'New World Southmall', 'New World Stonefields', 'Warehouse']",5430.2699999999995
"['Warehouse', 'New World Southmall', 'New World Papatoetoe', 'Warehouse']",4673.59
"['Warehouse', 'New World Stonefields', 'New World Remuera', 'Warehouse']",3851.68
"['Warehouse', 'New World Southmall', 'New World Eastridge', 'Warehouse']",5940.87
